bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number	analyte_type_id	bcr_analyte_uuid
TCGA-E2-A150-10A	TCGA-E2-A150-10A-01D	2.03	18.19	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	89ae7ba7-a9a7-4599-aed4-665c9523b76f
TCGA-E2-A150-10A	TCGA-E2-A150-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	97BCD57C-B95A-44F9-A6EF-A4A2C49F8245
TCGA-E2-A152-01A	TCGA-E2-A152-01A-11D	1.95	56.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	1ccc5aef-b62d-498a-b106-e798f1390aa9
TCGA-E2-A152-01A	TCGA-E2-A152-01A-11R	1.87	28.04	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	d7ced5f2-b1b5-415b-94af-feb3fa402cce
TCGA-E2-A152-01A	TCGA-E2-A152-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	EED596F2-E56D-4D68-AA00-F0F1C974FEB1
TCGA-E2-A152-10A	TCGA-E2-A152-10A-01D	1.97	22.91	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	abdb0e41-243e-440c-ba51-31f4035bf043
TCGA-E2-A152-10A	TCGA-E2-A152-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	EDD22E3A-FA95-476A-87C3-9FAFC40BE0D4
TCGA-E2-A153-01A	TCGA-E2-A153-01A-12D	1.93	11.24	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	4bfd240b-9081-459b-acb7-fe5c42b7fd6d
TCGA-E2-A153-01A	TCGA-E2-A153-01A-12R	1.90	13.39	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	19c44577-9949-45e2-a1c6-ba9c1b86637d
TCGA-E2-A153-01A	TCGA-E2-A153-01A-12W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	FF0DE35A-E8DB-4C9B-8914-4A33F89D3306
TCGA-E2-A153-10A	TCGA-E2-A153-10A-01D	1.93	17.28	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	e9da5d9e-420c-4a7e-af21-f8b718d86e85
TCGA-E2-A153-10A	TCGA-E2-A153-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	DB9FE071-12E1-4A48-9F6A-36D5B4560E16
TCGA-E2-A153-11A	TCGA-E2-A153-11A-31D	1.95	55.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	d82bcd60-0e6b-4665-8925-3b3971ed1a3f
TCGA-E2-A153-11A	TCGA-E2-A153-11A-31R	1.96	55.38	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	ec0c12cd-cbca-4c94-a245-0e04b5e59376
TCGA-E2-A153-11A	TCGA-E2-A153-11A-31W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	2CAE8CF4-F422-4199-9F26-A8F8D9CE76F2
TCGA-E2-A154-01A	TCGA-E2-A154-01A-11D	1.92	51.90	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	bb75524a-4d77-46a4-8feb-0d1f8fc60508
TCGA-E2-A154-01A	TCGA-E2-A154-01A-11R	1.84	38.36	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	7dd96611-d557-4c4f-947a-443cec3ee2c0
TCGA-E2-A154-01A	TCGA-E2-A154-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	DE1031BE-00EE-44EF-BF12-E08386D00E03
TCGA-E2-A154-10A	TCGA-E2-A154-10A-01D	1.97	22.02	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f558975a-f9ae-48e4-b8de-81b2bbe7aec9
TCGA-E2-A154-10A	TCGA-E2-A154-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	BBF11A8D-9C42-44C0-A4A5-C7B2741D7CAB
TCGA-E2-A155-01A	TCGA-E2-A155-01A-11D	1.92	47.25	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	cb62c3bd-393e-418c-9b91-d9ca49e63321
TCGA-E2-A155-01A	TCGA-E2-A155-01A-11R	1.67	34.80	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	d57facb3-f849-49cd-8265-5280c4f301d9
TCGA-E2-A155-01A	TCGA-E2-A155-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	F0EA51D9-923F-4730-99F2-C5A31A89776F
TCGA-E2-A155-10A	TCGA-E2-A155-10A-01D	1.93	20.99	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	c5da69b4-14bc-45a1-830d-76394aed22a1
TCGA-E2-A155-10A	TCGA-E2-A155-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	C04837E6-6D3C-44C7-A33E-2D06635D75A1
TCGA-E2-A156-01A	TCGA-E2-A156-01A-11D	1.98	63.50	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	f5c6f8e8-f155-481d-a925-ae2565e17d85
TCGA-E2-A156-01A	TCGA-E2-A156-01A-11R	1.86	43.26	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	ac31559d-2547-4c64-8810-445f2b80efbf
TCGA-E2-A156-01A	TCGA-E2-A156-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	E36C632E-58BE-4862-ACFC-3DBA2359854B
TCGA-E2-A156-10A	TCGA-E2-A156-10A-01D	1.98	19.93	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	d5d3f1b2-c967-4325-81dd-cd38b59d74a4
TCGA-E2-A156-10A	TCGA-E2-A156-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	FADC5B94-B680-40B5-BCA1-E12C60C350DF
TCGA-E2-A158-01A	TCGA-E2-A158-01A-11D	1.95	101.12	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	e7bffaf6-1b8d-4a8d-8d1a-097bf5fcaae1
TCGA-E2-A158-01A	TCGA-E2-A158-01A-11R	1.87	86.68	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	06164a3c-6c66-4b2c-b361-cdebed94a1f8
TCGA-E2-A158-01A	TCGA-E2-A158-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	90D22A32-F1FB-48E6-9D6C-E26542149730
TCGA-E2-A158-10A	TCGA-E2-A158-10A-01D	1.95	18.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	c089c788-b4d0-42e6-8da4-61e251f0921b
TCGA-E2-A158-10A	TCGA-E2-A158-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	24E207D1-1345-4436-9F8F-7A798D3FD16E
TCGA-E2-A158-11A	TCGA-E2-A158-11A-22D	1.97	15.09	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	43159000-e791-414d-9a4c-76a671ca471e
TCGA-E2-A158-11A	TCGA-E2-A158-11A-22R	1.82	9.07	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	27a18558-3344-4493-b349-ba9108fd2619
TCGA-E2-A158-11A	TCGA-E2-A158-11A-22W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	57CF31DF-66DB-4D26-B48A-26DC66485E37
TCGA-E2-A159-01A	TCGA-E2-A159-01A-11D	1.97	78.00	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	3069b047-162d-4251-88db-dfc053535ae9
TCGA-E2-A159-01A	TCGA-E2-A159-01A-11R	1.86	66.48	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	9b73bd84-3675-45f0-bfd6-8024c7a37e57
TCGA-E2-A159-01A	TCGA-E2-A159-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	BBFE9EF1-758A-48DE-B79F-CF13F2A9CA04
TCGA-E2-A159-10A	TCGA-E2-A159-10A-01D	1.95	18.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	19c44c1f-bbe9-4268-a8fe-7d60c2063bb8
TCGA-E2-A159-10A	TCGA-E2-A159-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	EBAFDDD8-31EA-4480-9BA7-0FF3CAC4F5E2
TCGA-E2-A15A-01A	TCGA-E2-A15A-01A-11D	1.95	67.20	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	ee87bfaf-3a59-4710-8034-dde4b66fb5e1
TCGA-E2-A15A-01A	TCGA-E2-A15A-01A-11R	2.02	53.22	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	44c982b3-9aea-4639-98b4-735aa356a3a8
TCGA-E2-A15A-01A	TCGA-E2-A15A-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9FA23337-87DE-4D99-8D1B-BCB465AF98A3
TCGA-E2-A15A-06A	TCGA-E2-A15A-06A-11D	1.32	87.90	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	29dadef2-3dc4-4f92-b73c-9e8fd9047307
TCGA-E2-A15A-06A	TCGA-E2-A15A-06A-11R	1.29	56.16	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	b1f52d95-1a31-4650-b733-9d66fa111cb4
TCGA-E2-A15A-06A	TCGA-E2-A15A-06A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	07208066-D481-4E6A-B9E3-4155D1346C15
TCGA-E2-A15A-10A	TCGA-E2-A15A-10A-01D	1.95	21.18	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	43005afc-f55a-49ae-b6f0-7f56d2cbd811
TCGA-E2-A15A-10A	TCGA-E2-A15A-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	EFD107E4-3749-47DF-838D-F2ECB6346692
TCGA-E2-A15C-01A	TCGA-E2-A15C-01A-31D	1.90	32.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	9d86f1ec-9a1b-4435-8a6e-1c0b9331b864
TCGA-E2-A15C-01A	TCGA-E2-A15C-01A-31R	1.84	14.28	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	a24330e3-4a44-43dc-8228-286254a122cb
TCGA-E2-A15C-01A	TCGA-E2-A15C-01A-31W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9B1E3984-B1B9-4A13-94D0-4640B9B35F6A
TCGA-E2-A15C-10A	TCGA-E2-A15C-10A-01D	1.92	16.32	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	50223d62-8206-473d-a5a6-627a93b268b0
TCGA-E2-A15C-10A	TCGA-E2-A15C-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	9DF5D547-FCD1-4C4F-A7B9-508CCE215A71
TCGA-E2-A15D-01A	TCGA-E2-A15D-01A-11D	1.97	34.79	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	a2f38689-65fe-494d-921d-cbff7a590ebb
TCGA-E2-A15D-01A	TCGA-E2-A15D-01A-11R	2.02	23.36	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	662daaee-abfb-48ff-b2fe-78398f53990a
TCGA-E2-A15D-01A	TCGA-E2-A15D-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	CDC21773-8774-43C5-B7A4-035C1570D415
TCGA-E2-A15D-10A	TCGA-E2-A15D-10A-01D	1.95	19.55	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	2fa5a337-51c5-4cfa-aeb1-f80a830eccf3
TCGA-E2-A15D-10A	TCGA-E2-A15D-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	861C309B-2CFA-4074-806D-1CBF61E59F54
TCGA-E2-A15E-01A	TCGA-E2-A15E-01A-11D	1.98	44.27	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	145c79d6-5625-432c-9c45-00b1f12311e4
TCGA-E2-A15E-01A	TCGA-E2-A15E-01A-11R	2.06	27.38	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	d3c5068e-15cc-4e4d-ac9e-5e81bc648e3b
TCGA-E2-A15E-01A	TCGA-E2-A15E-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	42FEC396-61E6-4375-BD04-C75388AE8BB5
TCGA-E2-A15E-06A	TCGA-E2-A15E-06A-11D	2.00	75.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	ef0bd37a-84b5-4f72-82b8-24a48beac75a
TCGA-E2-A15E-06A	TCGA-E2-A15E-06A-11R	1.30	40.13	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	465f1ccb-a02c-4bdb-940b-57504b564311
TCGA-E2-A15E-06A	TCGA-E2-A15E-06A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	019F21A8-5B9F-43A6-AD17-F82B55FF35D8
TCGA-E2-A15E-10A	TCGA-E2-A15E-10A-01D	1.98	17.89	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	88688e40-828e-4708-8731-b7278b76d9f0
TCGA-E2-A15E-10A	TCGA-E2-A15E-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	745113C0-ABA4-4620-9EEC-39602F998959
TCGA-E2-A15F-01A	TCGA-E2-A15F-01A-11D	1.86	31.46	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	41417b65-afa6-42e3-b1c9-427a39aed8e2
TCGA-E2-A15F-01A	TCGA-E2-A15F-01A-11R	2.07	24.28	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	00f4a5d0-cb3a-4f42-90f3-52d7742ac412
TCGA-E2-A15F-01A	TCGA-E2-A15F-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	5B5BCC4C-8515-4B25-8209-6DC8E6021188
TCGA-E2-A15F-10A	TCGA-E2-A15F-10A-01D	1.92	18.30	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	b703c57b-d12a-4fb7-ba36-3176e3536dc3
TCGA-E2-A15F-10A	TCGA-E2-A15F-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A5BF76F5-E160-484E-9C99-5140647C0CA2
TCGA-E2-A15G-01A	TCGA-E2-A15G-01A-11D	2.02	73.37	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	78495248-19db-4c8f-9e84-e525cc915800
TCGA-E2-A15G-01A	TCGA-E2-A15G-01A-11R	2.04	36.90	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	5039de0e-25c0-43a6-87dc-0277522754fb
TCGA-E2-A15G-01A	TCGA-E2-A15G-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	0BE1477F-128D-423F-83D3-5A31E3EC6F2D
TCGA-E2-A15G-10A	TCGA-E2-A15G-10A-01D	1.97	18.71	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	2ad97883-2600-4dfa-a695-8496fe4dbe91
TCGA-E2-A15G-10A	TCGA-E2-A15G-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	66E7D53E-0B3B-42CC-B21B-7C7548308906
TCGA-E2-A15H-01A	TCGA-E2-A15H-01A-11D	2.08	45.22	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	68560ae5-6de9-493a-ad5b-5e97eb42b497
TCGA-E2-A15H-01A	TCGA-E2-A15H-01A-11R	2.07	35.33	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	f41a2230-59f2-444d-aacf-492126561b3c
TCGA-E2-A15H-01A	TCGA-E2-A15H-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	8CDFA3B0-7678-4766-8850-1AEBE6B08A89
TCGA-E2-A15H-10A	TCGA-E2-A15H-10A-01D	1.95	15.12	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	c0b36c51-1954-447f-9769-9cdbdcc58643
TCGA-E2-A15H-10A	TCGA-E2-A15H-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	066E8479-4F2B-4C88-816F-F96D40BD5590
TCGA-E2-A15I-01A	TCGA-E2-A15I-01A-21D	1.98	80.07	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	710fecb6-8cf8-464c-9211-d2fa49a46896
TCGA-E2-A15I-01A	TCGA-E2-A15I-01A-21R	2.04	36.49	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	e01ecb07-bac8-40a6-ae26-db9599b1c180
TCGA-E2-A15I-01A	TCGA-E2-A15I-01A-21W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	0AD62663-3215-4D43-9954-895AF4186201
TCGA-E2-A15I-10A	TCGA-E2-A15I-10A-01D	2.00	20.11	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	3c15b7de-9b42-49eb-b360-f049240feee8
TCGA-E2-A15I-10A	TCGA-E2-A15I-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	F255917B-61A3-4457-82B0-543E6B28051E
TCGA-E2-A15I-11A	TCGA-E2-A15I-11A-32D	1.93	20.02	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	bdce734e-9f92-4ed4-bb16-d7b24cac21e2
TCGA-E2-A15I-11A	TCGA-E2-A15I-11A-32R	1.78	12.82	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	0774b740-403d-4e6d-8fa7-aaf1154b3fc7
TCGA-E2-A15I-11A	TCGA-E2-A15I-11A-32W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	78878682-FF52-466F-B450-6C68281BF9C6
TCGA-E2-A15J-01A	TCGA-E2-A15J-01A-11D	2.02	81.94	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	b359a9a0-eba7-44b4-9775-04816161b8d9
TCGA-E2-A15J-01A	TCGA-E2-A15J-01A-11R	2.09	94.00	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	92c5a12f-c258-468a-90a5-905fb345d50d
TCGA-E2-A15J-01A	TCGA-E2-A15J-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	526CB5C7-48ED-4D6E-AEB1-F79ED8860AAB
TCGA-E2-A15J-10A	TCGA-E2-A15J-10A-01D	2.00	15.52	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	691cb801-c065-48fe-8b83-a07a0e3ca0c8
TCGA-E2-A15J-10A	TCGA-E2-A15J-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	BB30646C-104F-4410-BF13-385DDB21EE7E
TCGA-E2-A15K-01A	TCGA-E2-A15K-01A-11D	1.98	67.88	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	e21afec6-df20-485e-970b-1282786e50e1
TCGA-E2-A15K-01A	TCGA-E2-A15K-01A-11R	2.04	36.64	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	b84dfe59-c834-42de-a4f6-8b58e4182c4c
TCGA-E2-A15K-01A	TCGA-E2-A15K-01A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	4101D946-4901-487D-866A-2649FD556B03
TCGA-E2-A15K-06A	TCGA-E2-A15K-06A-11D	1.95	76.81	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	b4b850f5-1dc1-43cb-8983-1f7cda68dd24
TCGA-E2-A15K-06A	TCGA-E2-A15K-06A-11R	1.84	45.79	RNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	278704ff-2be7-4093-9b09-ea1b38971564
TCGA-E2-A15K-06A	TCGA-E2-A15K-06A-11W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	A7A16F9A-4C65-4122-A632-0EC4DF5E3C48
TCGA-E2-A15K-10A	TCGA-E2-A15K-10A-01D	2.00	19.66	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	530e0473-cc4e-47c1-bd71-a3057796e88a
TCGA-E2-A15K-10A	TCGA-E2-A15K-10A-01W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	825AD73F-A9E0-4AF9-954E-867AE98D3FA5
TCGA-E2-A15K-11A	TCGA-E2-A15K-11A-13D	1.91	14.72	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	392ef4f5-1183-4c8b-b719-15d3868e039d
TCGA-E2-A15K-11A	TCGA-E2-A15K-11A-13R	1.89	7.04	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	R	136955c1-9e77-4f4d-b1be-22ba9c238069
TCGA-E2-A15K-11A	TCGA-E2-A15K-11A-13W	[Not Available]	[Not Available]	Repli-G (Qiagen) DNA	[Not Available]	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	W	0FBA8413-539B-4E55-B663-1ACD3D8BAB3B
TCGA-E2-A15L-01A	TCGA-E2-A15L-01A-11D	1.98	51.19	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	[Not Available]	[Not Available]	D	8780fcc0-33a9-41f9-a017-ec266972210a
